payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,recovery_probability
UPI,ACCOUNT_BLOCKED,24171,4,3,0.28,11,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,26773,2,4,0.21,14,1,1,0.01
NETBANKING,EXPIRED_CARD,44383,4,2,0.48,2,1,0,0.01
CARD,EXPIRED_CARD,29641,2,0,0.18,20,0,1,0.05602110415153016
NETBANKING,GATEWAY_TIMEOUT,37697,2,1,0.41,12,0,1,0.7370723015307485
NETBANKING,INVALID_ACCOUNT,2851,1,4,0.01,17,0,0,0.02840106897782755
CARD,EXPIRED_CARD,7762,3,5,0.42,11,1,1,0.01
CARD,INVALID_CARD,45175,1,1,0.32,14,0,0,0.031620188653913216
NETBANKING,NETWORK_ERROR,32553,2,0,0.35,9,0,1,0.715285760630095
UPI,INVALID_ACCOUNT,41928,1,1,0.02,0,1,0,0.01
NETBANKING,NETWORK_ERROR,4492,3,3,0.48,13,1,1,0.5330568452610214
NETBANKING,CARD_DECLINED,22589,4,2,0.11,13,1,0,0.03691174224863457
UPI,EXPIRED_CARD,21047,3,0,0.14,15,1,0,0.01
NETBANKING,ACCOUNT_BLOCKED,23106,4,0,0.2,15,0,1,0.01
UPI,NETWORK_ERROR,16181,1,3,0.2,10,0,1,0.6934342149815504
CARD,INVALID_ACCOUNT,46239,4,1,0.31,3,0,0,0.019342906521794705
NETBANKING,BANK_TIMEOUT,33280,4,0,0.26,14,1,1,0.6441307677663717
NETBANKING,BANK_TIMEOUT,16693,1,5,0.26,5,1,1,0.6793555062135653
UPI,CARD_DECLINED,39495,3,3,0.06,4,0,0,0.07221461922395783
UPI,BANK_TIMEOUT,25482,2,3,0.03,5,0,1,0.7135565588198849
NETBANKING,EXPIRED_CARD,15090,4,5,0.47,3,0,0,0.01
NETBANKING,ACCOUNT_BLOCKED,36981,1,3,0.25,22,1,0,0.030840880666058675
NETBANKING,FRAUD_SUSPECTED,41704,1,3,0.24,8,1,1,0.01
UPI,CARD_DECLINED,43661,3,3,0.21,7,0,0,0.011410927535590004
UPI,ACCOUNT_BLOCKED,12341,2,3,0.33,17,1,1,0.01
NETBANKING,GATEWAY_TIMEOUT,38249,4,0,0.28,7,0,0,0.5720343104699364
NETBANKING,INVALID_CARD,833,3,0,0.26,0,0,1,0.03255728501865216
UPI,CARD_DECLINED,9082,3,1,0.43,6,0,1,0.17482754367495645
UPI,NETWORK_ERROR,11399,4,4,0.32,17,0,0,0.5147082347921696
NETBANKING,GATEWAY_TIMEOUT,49941,1,3,0.26,2,0,0,0.6666940941463514
CARD,FRAUD_SUSPECTED,14868,3,3,0.04,13,0,1,0.03806319996314409
UPI,INSUFFICIENT_FUNDS,44117,3,3,0.23,7,0,1,0.11848957755371027
NETBANKING,INVALID_CARD,42438,2,1,0.3,9,1,0,0.01
UPI,INVALID_CARD,4447,1,5,0.45,4,0,1,0.01
CARD,EXPIRED_CARD,42709,3,2,0.42,19,1,1,0.04553789030648466
CARD,INVALID_ACCOUNT,32067,4,5,0.3,17,0,1,0.01
NETBANKING,EXPIRED_CARD,22540,1,2,0.32,8,1,0,0.01
CARD,INSUFFICIENT_FUNDS,37194,2,2,0.49,6,1,1,0.10885221357934934
NETBANKING,INVALID_CARD,43988,2,4,0.45,4,1,0,0.028710338090345004
CARD,INVALID_ACCOUNT,36335,3,1,0.4,18,0,0,0.03245926985348949
CARD,INSUFFICIENT_FUNDS,13582,3,1,0.44,15,1,0,0.08516302359427758
NETBANKING,CARD_DECLINED,37336,4,4,0.18,8,0,1,0.01
CARD,INVALID_ACCOUNT,25860,1,0,0.1,8,1,1,0.1234751018813653
NETBANKING,ACCOUNT_BLOCKED,18259,4,1,0.14,13,1,0,0.01
CARD,FRAUD_SUSPECTED,7927,2,1,0.07,1,0,0,0.01
NETBANKING,INVALID_ACCOUNT,17690,2,0,0.46,21,1,0,0.01
NETBANKING,ACCOUNT_BLOCKED,4024,1,0,0.18,19,1,1,0.09498026430657529
UPI,INSUFFICIENT_FUNDS,40621,3,4,0.18,7,0,0,0.037371024894803755
CARD,INSUFFICIENT_FUNDS,11361,4,1,0.28,0,0,0,0.09912402741644986
NETBANKING,CARD_DECLINED,31967,1,0,0.13,13,0,0,0.2529506613087708
UPI,GATEWAY_TIMEOUT,14540,3,0,0.01,21,1,1,0.7269637571132893
NETBANKING,INVALID_CARD,29339,2,1,0.06,2,1,1,0.01
NETBANKING,INVALID_CARD,40408,4,0,0.28,8,0,1,0.01
NETBANKING,FRAUD_SUSPECTED,21207,1,3,0.26,12,1,0,0.01
NETBANKING,NETWORK_ERROR,39484,4,1,0.4,6,0,1,0.5853265489675866
CARD,INSUFFICIENT_FUNDS,46953,3,1,0.2,15,0,0,0.13454772554157746
UPI,EXPIRED_CARD,46831,1,3,0.29,11,1,0,0.01
NETBANKING,EXPIRED_CARD,27896,1,3,0.13,7,1,1,0.051159864512904794
CARD,EXPIRED_CARD,10461,2,1,0.43,20,0,0,0.05791614963221855
CARD,BANK_TIMEOUT,49953,2,0,0.36,5,0,0,0.6590391118818933
NETBANKING,CARD_DECLINED,29794,2,2,0.08,13,1,0,0.09490886671056178
CARD,GATEWAY_TIMEOUT,34212,1,1,0.44,19,0,0,0.6748242992370862
CARD,INVALID_CARD,11105,2,0,0.41,6,0,0,0.037283631340794494
CARD,GATEWAY_TIMEOUT,35093,1,3,0.28,11,0,0,0.655365734168999
UPI,INSUFFICIENT_FUNDS,673,3,1,0.39,16,0,0,0.12038056762140179
UPI,BANK_TIMEOUT,30840,2,1,0.13,19,1,1,0.69324052140548
CARD,GATEWAY_TIMEOUT,46644,1,5,0.13,20,0,0,0.6552856298814901
UPI,BANK_TIMEOUT,18922,4,4,0.4,21,1,1,0.5488792697526893
CARD,INVALID_ACCOUNT,23295,4,2,0.27,13,0,1,0.01
UPI,INSUFFICIENT_FUNDS,4911,3,2,0.07,13,1,1,0.1329517962140019
UPI,FRAUD_SUSPECTED,32030,2,0,0.12,20,0,1,0.046519717865012515
NETBANKING,GATEWAY_TIMEOUT,42637,3,3,0.13,0,0,1,0.5922919953217923
CARD,EXPIRED_CARD,46819,4,2,0.44,14,0,1,0.05596183601867128
UPI,GATEWAY_TIMEOUT,42044,1,2,0.19,11,1,1,0.7497046528260648
CARD,NETWORK_ERROR,39306,3,2,0.41,17,1,0,0.582397717909036
CARD,NETWORK_ERROR,23200,3,1,0.16,16,0,0,0.6732099561551979
UPI,INVALID_ACCOUNT,17769,1,0,0.26,20,1,0,0.03883586579815452
CARD,ACCOUNT_BLOCKED,30265,3,4,0.17,11,0,0,0.048353303401468574
CARD,INVALID_CARD,33783,1,5,0.39,23,0,0,0.05329475821905804
CARD,FRAUD_SUSPECTED,43394,4,5,0.36,8,0,0,0.036210876490916914
UPI,NETWORK_ERROR,40527,4,2,0.2,1,0,1,0.5412114733111557
UPI,INSUFFICIENT_FUNDS,27518,2,3,0.4,4,1,1,0.15904262938802782
UPI,BANK_TIMEOUT,4440,2,0,0.14,15,0,0,0.7328306615316376
UPI,EXPIRED_CARD,7586,1,5,0.24,10,1,1,0.05556684267261904
CARD,ACCOUNT_BLOCKED,36706,3,5,0.34,16,0,1,0.04061889603275829
UPI,INSUFFICIENT_FUNDS,1556,4,3,0.14,16,1,1,0.1132761144669926
CARD,BANK_TIMEOUT,38877,3,2,0.06,4,0,0,0.6420746155650741
UPI,EXPIRED_CARD,10143,1,5,0.28,11,1,1,0.01
CARD,CARD_DECLINED,5416,2,1,0.32,21,0,1,0.28061245048739497
UPI,INVALID_CARD,26702,4,1,0.21,0,1,1,0.01
UPI,EXPIRED_CARD,32334,4,4,0.11,13,0,1,0.01
UPI,FRAUD_SUSPECTED,10532,3,4,0.19,2,0,0,0.01
NETBANKING,BANK_TIMEOUT,9933,4,3,0.45,22,0,0,0.4652087261313261
UPI,BANK_TIMEOUT,8847,3,2,0.34,22,1,0,0.5300429831782143
CARD,FRAUD_SUSPECTED,6651,1,4,0.05,1,0,0,0.0389542683735001
CARD,EXPIRED_CARD,7147,3,4,0.15,16,0,1,0.01
CARD,ACCOUNT_BLOCKED,17138,2,5,0.39,16,0,1,0.0206483587799906
NETBANKING,CARD_DECLINED,2199,4,2,0.34,22,1,1,0.06187519224860111
NETBANKING,CARD_DECLINED,19344,4,3,0.41,7,1,1,0.010054728508503172
CARD,GATEWAY_TIMEOUT,46187,2,0,0.05,18,0,0,0.67576744943725
CARD,GATEWAY_TIMEOUT,9886,1,2,0.39,22,1,0,0.69286404800534
CARD,INVALID_CARD,8135,3,5,0.11,15,0,1,0.01
UPI,FRAUD_SUSPECTED,4429,1,0,0.42,8,1,0,0.041251880897296166
CARD,INVALID_CARD,46574,3,3,0.08,10,1,1,0.05580651142857466
NETBANKING,GATEWAY_TIMEOUT,587,2,2,0.21,15,1,0,0.5932025475831472
UPI,INSUFFICIENT_FUNDS,33705,4,2,0.45,23,0,1,0.018844908454164762
UPI,FRAUD_SUSPECTED,46720,3,4,0.19,0,0,1,0.03715680288100543
NETBANKING,INSUFFICIENT_FUNDS,13932,2,2,0.34,23,1,1,0.2149586370652431
NETBANKING,ACCOUNT_BLOCKED,40222,2,3,0.39,23,0,1,0.056414252161314495
NETBANKING,INVALID_ACCOUNT,19118,4,0,0.15,0,1,0,0.01
CARD,EXPIRED_CARD,39995,2,2,0.42,7,1,1,0.01
NETBANKING,BANK_TIMEOUT,15138,3,3,0.14,16,0,0,0.5681800937891072
CARD,INSUFFICIENT_FUNDS,26116,1,3,0.03,2,1,1,0.1486343403620659
NETBANKING,CARD_DECLINED,39437,1,3,0.49,6,1,0,0.13652338796469077
CARD,INVALID_ACCOUNT,47660,3,1,0.28,6,0,1,0.01
NETBANKING,INSUFFICIENT_FUNDS,31548,1,0,0.07,23,1,0,0.2487457167597984
NETBANKING,CARD_DECLINED,27335,2,3,0.11,5,1,0,0.11550927002112674
CARD,CARD_DECLINED,35641,1,0,0.49,3,0,0,0.17759822730620567
CARD,GATEWAY_TIMEOUT,7529,4,2,0.07,17,1,0,0.5511241871923196
NETBANKING,CARD_DECLINED,5557,3,0,0.18,12,0,1,0.2545315243141558
NETBANKING,NETWORK_ERROR,4257,2,1,0.18,16,0,1,0.8011113535498932
NETBANKING,FRAUD_SUSPECTED,2052,3,3,0.4,13,0,1,0.01
UPI,ACCOUNT_BLOCKED,41878,4,4,0.38,2,0,1,0.015745776571958518
CARD,INVALID_CARD,21216,3,1,0.45,1,1,0,0.01
CARD,BANK_TIMEOUT,43653,3,5,0.18,23,0,1,0.5882006846543263
UPI,GATEWAY_TIMEOUT,6389,1,4,0.08,15,1,0,0.6544946548125367
UPI,FRAUD_SUSPECTED,16224,3,4,0.41,9,0,0,0.01
CARD,GATEWAY_TIMEOUT,45706,3,3,0.5,8,1,1,0.5981310263830403
NETBANKING,FRAUD_SUSPECTED,5022,4,2,0.37,13,0,0,0.05812538645055534
CARD,GATEWAY_TIMEOUT,46748,1,1,0.47,19,0,1,0.7043374181800762
CARD,FRAUD_SUSPECTED,20960,1,1,0.29,18,0,0,0.01
CARD,INVALID_ACCOUNT,49569,1,5,0.28,18,1,1,0.01
CARD,BANK_TIMEOUT,20540,4,0,0.33,8,0,0,0.54387475509518
NETBANKING,BANK_TIMEOUT,7101,4,0,0.24,11,1,0,0.5724282250097446
NETBANKING,INVALID_ACCOUNT,16325,1,2,0.09,20,0,0,0.028031567408455818
NETBANKING,GATEWAY_TIMEOUT,11199,2,3,0.01,16,1,0,0.6282652807739108
UPI,BANK_TIMEOUT,28262,2,4,0.34,6,1,1,0.5496210511658494
NETBANKING,INVALID_CARD,38001,3,2,0.13,3,1,1,0.024833761457544505
CARD,BANK_TIMEOUT,7611,4,4,0.1,8,0,0,0.5514446230536852
NETBANKING,NETWORK_ERROR,44076,2,1,0.36,7,0,0,0.6771252484561496
NETBANKING,INVALID_CARD,8813,2,2,0.48,18,0,0,0.03172365047840351
NETBANKING,BANK_TIMEOUT,27189,1,2,0.11,4,0,0,0.7358801142042553
CARD,INVALID_CARD,24920,3,3,0.33,20,0,0,0.01
UPI,INSUFFICIENT_FUNDS,32206,4,2,0.22,8,0,1,0.08435825094476718
UPI,BANK_TIMEOUT,49142,4,4,0.15,13,0,1,0.4990697861339496
CARD,GATEWAY_TIMEOUT,28028,1,3,0.39,16,0,1,0.6757842978709905
NETBANKING,INSUFFICIENT_FUNDS,29548,2,5,0.43,15,1,1,0.013045829266570677
UPI,EXPIRED_CARD,8848,1,1,0.33,12,0,0,0.01
NETBANKING,FRAUD_SUSPECTED,34311,3,5,0.06,21,1,1,0.01
NETBANKING,NETWORK_ERROR,15908,3,2,0.41,21,0,1,0.6967451745631753
UPI,GATEWAY_TIMEOUT,1382,3,5,0.39,13,1,0,0.47910192524896494
UPI,NETWORK_ERROR,48112,3,5,0.38,8,1,0,0.4648847043230784
NETBANKING,ACCOUNT_BLOCKED,37141,3,0,0.2,19,0,0,0.01
CARD,FRAUD_SUSPECTED,30992,2,4,0.17,7,1,0,0.028972929623922915
UPI,ACCOUNT_BLOCKED,9078,2,3,0.43,6,1,1,0.01349807142910067
NETBANKING,NETWORK_ERROR,6824,4,5,0.08,23,0,0,0.47908769835297477
UPI,CARD_DECLINED,866,4,0,0.5,20,1,0,0.02934829588295089
UPI,ACCOUNT_BLOCKED,7884,1,2,0.4,17,0,0,0.01
CARD,INVALID_ACCOUNT,11046,1,3,0.41,6,1,1,0.01
NETBANKING,ACCOUNT_BLOCKED,15129,3,0,0.22,11,1,1,0.01562868617172465
UPI,BANK_TIMEOUT,48524,1,5,0.29,21,1,0,0.5282068229483917
UPI,INSUFFICIENT_FUNDS,48431,1,5,0.1,6,0,0,0.08949999679688744
UPI,EXPIRED_CARD,14886,2,0,0.07,23,0,1,0.1057130566213946
CARD,INVALID_CARD,10187,1,1,0.24,0,0,1,0.04951295063870378
UPI,INVALID_CARD,7212,1,1,0.11,4,1,0,0.022461845985991602
NETBANKING,GATEWAY_TIMEOUT,17541,3,3,0.09,19,0,1,0.6434886317343527
NETBANKING,EXPIRED_CARD,18396,3,2,0.31,23,0,0,0.01
CARD,INVALID_ACCOUNT,30565,1,4,0.07,22,0,0,0.01
NETBANKING,INVALID_ACCOUNT,7516,4,3,0.46,18,0,0,0.011795443281376798
NETBANKING,INSUFFICIENT_FUNDS,8385,2,0,0.26,19,0,0,0.22790028845688498
UPI,FRAUD_SUSPECTED,34511,1,2,0.14,17,0,0,0.01
CARD,INSUFFICIENT_FUNDS,9256,2,5,0.32,16,0,1,0.07514352311352071
NETBANKING,INVALID_ACCOUNT,5353,3,3,0.09,8,1,0,0.01
UPI,BANK_TIMEOUT,43673,1,5,0.02,10,0,0,0.5762632606386814
UPI,EXPIRED_CARD,6539,4,4,0.33,1,0,0,0.058840290571255095
CARD,INVALID_CARD,44151,1,4,0.33,9,1,0,0.01
UPI,ACCOUNT_BLOCKED,43887,4,2,0.25,2,0,0,0.04243570235612144
CARD,INVALID_ACCOUNT,40840,1,2,0.2,1,1,1,0.01
NETBANKING,BANK_TIMEOUT,283,3,1,0.2,20,1,0,0.6061466740994894
NETBANKING,CARD_DECLINED,34836,2,3,0.2,3,0,1,0.12492730587549516
CARD,INVALID_ACCOUNT,15032,3,2,0.33,11,1,0,0.0385139907723853
CARD,BANK_TIMEOUT,36311,1,5,0.24,13,0,0,0.5870183464006353
NETBANKING,INVALID_ACCOUNT,30248,3,0,0.39,20,0,0,0.01
CARD,BANK_TIMEOUT,8122,4,2,0.42,3,0,1,0.6105578408936299
CARD,GATEWAY_TIMEOUT,35979,4,3,0.44,7,0,1,0.5578181399731732
UPI,INVALID_ACCOUNT,42550,1,3,0.14,4,0,0,0.02966445401317077
NETBANKING,CARD_DECLINED,47678,2,4,0.29,21,1,1,0.07075867253437107
UPI,INSUFFICIENT_FUNDS,27611,2,2,0.36,16,1,0,0.05440928908406572
CARD,NETWORK_ERROR,30375,1,3,0.15,20,1,0,0.6204676082329018
CARD,CARD_DECLINED,2873,2,3,0.4,23,1,1,0.14434692105888083
UPI,CARD_DECLINED,12661,1,5,0.05,12,1,1,0.19420937708004388
CARD,INVALID_ACCOUNT,37829,1,1,0.37,11,0,0,0.0430415636169165
CARD,FRAUD_SUSPECTED,47646,2,3,0.31,22,0,1,0.01
NETBANKING,BANK_TIMEOUT,19195,2,1,0.46,6,1,0,0.6768525576935801
CARD,ACCOUNT_BLOCKED,20748,1,3,0.37,4,0,0,0.01
NETBANKING,EXPIRED_CARD,34585,4,5,0.44,3,0,0,0.01
UPI,INSUFFICIENT_FUNDS,32381,2,1,0.21,10,0,0,0.20723827758926672
UPI,NETWORK_ERROR,5596,4,2,0.5,3,1,1,0.5878913345579428
NETBANKING,INVALID_ACCOUNT,649,1,1,0.11,0,0,0,0.04245884813266472
CARD,NETWORK_ERROR,36127,2,4,0.27,0,0,1,0.6063851959349759
NETBANKING,EXPIRED_CARD,17394,3,4,0.07,23,1,0,0.04822812707801021
NETBANKING,INSUFFICIENT_FUNDS,25774,3,4,0.4,4,0,0,0.01
UPI,NETWORK_ERROR,34569,3,0,0.27,7,0,1,0.6959888521711133
CARD,BANK_TIMEOUT,38540,2,3,0.11,23,0,0,0.6296568333521222
NETBANKING,GATEWAY_TIMEOUT,4916,2,3,0.14,10,1,0,0.5752224741392935
UPI,CARD_DECLINED,8623,4,5,0.03,11,0,1,0.020764865467232066
CARD,INVALID_CARD,28632,1,4,0.35,3,0,1,0.03803067628036214
UPI,BANK_TIMEOUT,12744,1,4,0.44,11,1,1,0.6944539601262119
UPI,BANK_TIMEOUT,25415,2,5,0.23,10,0,0,0.5922786692794473
UPI,CARD_DECLINED,22417,3,0,0.41,16,0,1,0.18620415048954908
CARD,EXPIRED_CARD,27918,2,4,0.11,16,1,1,0.03496633452410181
UPI,NETWORK_ERROR,15966,3,4,0.01,16,1,0,0.5332609281081262
UPI,EXPIRED_CARD,43819,2,3,0.03,7,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,29691,1,4,0.41,16,1,0,0.04032865247826994
CARD,ACCOUNT_BLOCKED,12013,1,5,0.5,8,0,1,0.03562187135059413
NETBANKING,ACCOUNT_BLOCKED,40979,4,4,0.29,12,1,1,0.01
NETBANKING,CARD_DECLINED,9614,3,4,0.2,18,0,0,0.043035380814477685
UPI,CARD_DECLINED,1494,3,4,0.31,6,0,0,0.01
UPI,CARD_DECLINED,9359,4,3,0.29,1,1,0,0.05900226485573392
CARD,GATEWAY_TIMEOUT,26182,1,3,0.38,0,1,0,0.636927655768325
CARD,INVALID_ACCOUNT,47574,2,4,0.31,10,1,0,0.04985218998049599
NETBANKING,GATEWAY_TIMEOUT,43174,1,2,0.42,11,1,0,0.6861598050463618
NETBANKING,ACCOUNT_BLOCKED,40077,4,2,0.02,4,1,1,0.014450042304809533
UPI,INVALID_CARD,43413,3,0,0.39,12,1,1,0.01
UPI,INSUFFICIENT_FUNDS,1078,4,3,0.06,21,0,0,0.08472324658073827
CARD,ACCOUNT_BLOCKED,22175,1,2,0.42,8,1,0,0.01
CARD,INVALID_ACCOUNT,17919,1,0,0.42,5,1,0,0.01
NETBANKING,INVALID_ACCOUNT,28558,4,3,0.04,1,0,1,0.010389932991607986
UPI,NETWORK_ERROR,43898,2,4,0.17,0,0,0,0.5705191439150366
UPI,ACCOUNT_BLOCKED,42586,3,0,0.15,19,0,1,0.01
CARD,GATEWAY_TIMEOUT,41357,2,4,0.48,20,1,0,0.47702991730718036
CARD,INSUFFICIENT_FUNDS,41879,3,2,0.02,15,1,1,0.13788357088081607
CARD,GATEWAY_TIMEOUT,3913,4,1,0.37,13,0,0,0.5674550483073759
NETBANKING,NETWORK_ERROR,48980,4,5,0.32,15,1,0,0.4561982455856887
NETBANKING,ACCOUNT_BLOCKED,4477,3,0,0.2,16,1,0,0.05702969729547839
UPI,INSUFFICIENT_FUNDS,29844,2,0,0.47,10,1,0,0.11326185717041874
CARD,NETWORK_ERROR,30717,1,3,0.02,5,0,0,0.6882927171911172
UPI,INVALID_CARD,7480,2,3,0.13,16,1,0,0.01
NETBANKING,ACCOUNT_BLOCKED,22707,4,0,0.1,14,0,1,0.01
NETBANKING,BANK_TIMEOUT,47678,2,4,0.17,4,1,1,0.6040268621467063
UPI,INVALID_CARD,18148,3,0,0.13,6,1,0,0.01
NETBANKING,NETWORK_ERROR,9391,4,5,0.4,21,0,0,0.41751785636992267
UPI,NETWORK_ERROR,32315,2,0,0.32,8,1,0,0.6652519790724851
CARD,EXPIRED_CARD,48021,4,1,0.38,7,0,0,0.04480760717041813
UPI,INVALID_ACCOUNT,44764,3,3,0.02,7,1,0,0.01
NETBANKING,ACCOUNT_BLOCKED,35790,4,3,0.34,3,1,1,0.03001115460774969
CARD,EXPIRED_CARD,15563,4,4,0.39,4,0,1,0.0364536030607309
CARD,INVALID_ACCOUNT,9512,1,5,0.42,5,0,1,0.01
UPI,NETWORK_ERROR,25879,3,0,0.39,17,1,0,0.6196747493333433
CARD,ACCOUNT_BLOCKED,9952,1,4,0.33,5,0,0,0.01
CARD,EXPIRED_CARD,49577,1,4,0.3,21,1,0,0.01
NETBANKING,INVALID_ACCOUNT,19027,1,1,0.07,1,1,0,0.07813999864843975
NETBANKING,INSUFFICIENT_FUNDS,43505,4,5,0.3,22,1,1,0.024837065435937174
CARD,ACCOUNT_BLOCKED,22232,1,5,0.05,11,1,1,0.05624299914409175
UPI,EXPIRED_CARD,6107,3,1,0.13,17,1,1,0.01
UPI,INVALID_ACCOUNT,43139,2,0,0.47,14,1,1,0.038024792729312064
NETBANKING,NETWORK_ERROR,47247,4,3,0.31,15,1,0,0.5047023765322873
NETBANKING,INVALID_CARD,33248,4,5,0.42,4,1,0,0.01
NETBANKING,BANK_TIMEOUT,42259,3,5,0.27,12,0,0,0.47986809171130657
NETBANKING,CARD_DECLINED,2059,3,3,0.2,19,1,1,0.11691934826844619
UPI,NETWORK_ERROR,11104,3,4,0.1,23,1,1,0.5668322439873262
UPI,INVALID_ACCOUNT,25867,4,4,0.2,4,1,1,0.01
UPI,GATEWAY_TIMEOUT,44895,3,3,0.42,7,0,0,0.5220186069942274
UPI,CARD_DECLINED,5317,3,1,0.27,10,1,0,0.15439538477735548
CARD,INVALID_CARD,11089,2,3,0.47,7,0,1,0.012974091923190328
NETBANKING,FRAUD_SUSPECTED,6799,2,4,0.06,22,1,1,0.01
NETBANKING,EXPIRED_CARD,34108,3,3,0.48,17,1,0,0.02098838546905027
CARD,CARD_DECLINED,17251,2,0,0.11,20,0,0,0.28163186218768144
UPI,EXPIRED_CARD,39356,4,1,0.03,16,1,0,0.01
UPI,NETWORK_ERROR,23969,2,3,0.16,10,1,1,0.5947522631636022
CARD,INSUFFICIENT_FUNDS,7126,2,5,0.1,19,0,1,0.13758556315887094
NETBANKING,NETWORK_ERROR,15707,4,3,0.43,1,0,1,0.6122730602373221
UPI,NETWORK_ERROR,18678,1,0,0.39,5,1,1,0.7925718763539286
UPI,ACCOUNT_BLOCKED,34422,4,4,0.04,23,0,1,0.01
CARD,GATEWAY_TIMEOUT,15501,3,3,0.09,4,1,1,0.6126083105343352
CARD,ACCOUNT_BLOCKED,33290,4,3,0.27,8,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,33537,3,5,0.45,8,1,1,0.05645354029812646
CARD,ACCOUNT_BLOCKED,18976,2,4,0.07,19,0,0,0.04124178848652559
CARD,FRAUD_SUSPECTED,1764,2,0,0.44,1,0,1,0.01
UPI,ACCOUNT_BLOCKED,42524,2,0,0.48,4,0,1,0.058848509548140276
UPI,INSUFFICIENT_FUNDS,465,3,2,0.25,16,0,1,0.17055460508030287
UPI,NETWORK_ERROR,18706,3,2,0.43,16,1,1,0.6256433504670578
NETBANKING,EXPIRED_CARD,9541,4,5,0.5,7,1,1,0.04988687667051093
CARD,CARD_DECLINED,42249,4,1,0.38,4,1,0,0.06392411032977277
CARD,INSUFFICIENT_FUNDS,4660,2,1,0.36,3,0,0,0.2176338662079838
UPI,INSUFFICIENT_FUNDS,39852,2,5,0.01,9,0,0,0.0567156330185357
UPI,NETWORK_ERROR,34151,2,3,0.14,5,0,1,0.650500709939171
NETBANKING,GATEWAY_TIMEOUT,31010,4,4,0.36,21,1,0,0.4626922947918365
CARD,EXPIRED_CARD,30525,3,2,0.38,11,1,1,0.01
UPI,ACCOUNT_BLOCKED,2242,3,1,0.31,16,1,1,0.04996514577990611
NETBANKING,INSUFFICIENT_FUNDS,47912,1,3,0.04,5,1,0,0.16054203014729357
UPI,NETWORK_ERROR,30060,2,1,0.23,22,0,0,0.712669100312785
UPI,FRAUD_SUSPECTED,12013,2,1,0.29,18,0,1,0.048155871012205316
UPI,INVALID_CARD,21527,1,5,0.16,17,0,0,0.04967065600049781
CARD,FRAUD_SUSPECTED,46137,2,4,0.43,17,0,1,0.015594413682592003
CARD,CARD_DECLINED,27485,1,3,0.37,14,1,0,0.07915616888421909
CARD,CARD_DECLINED,16296,1,4,0.17,8,1,0,0.10104604671394218
CARD,ACCOUNT_BLOCKED,38259,4,0,0.1,5,1,0,0.01
CARD,INSUFFICIENT_FUNDS,43794,4,4,0.46,23,0,0,0.01
CARD,GATEWAY_TIMEOUT,38083,2,1,0.08,21,0,0,0.7113233628305101
CARD,BANK_TIMEOUT,36012,2,1,0.03,1,1,1,0.7176579965433723
NETBANKING,EXPIRED_CARD,34088,4,2,0.34,22,1,1,0.01
NETBANKING,INVALID_ACCOUNT,25943,1,0,0.11,8,1,0,0.07125446610737676
NETBANKING,NETWORK_ERROR,37630,3,0,0.24,11,0,0,0.6832006615459605
NETBANKING,NETWORK_ERROR,1596,2,5,0.29,23,1,0,0.500247505890422
UPI,EXPIRED_CARD,18265,2,0,0.31,6,0,1,0.11821784286953257
UPI,INSUFFICIENT_FUNDS,45108,4,0,0.31,3,0,1,0.0938416462788661
UPI,GATEWAY_TIMEOUT,7673,2,1,0.07,21,1,1,0.7296552814488558
NETBANKING,GATEWAY_TIMEOUT,3606,1,4,0.39,21,0,0,0.6022709584702418
CARD,NETWORK_ERROR,8587,2,0,0.07,23,0,1,0.7565986773096021
CARD,INVALID_ACCOUNT,49904,4,1,0.11,19,0,0,0.01
UPI,INVALID_CARD,25022,3,1,0.27,21,0,1,0.02506265243654885
NETBANKING,CARD_DECLINED,34243,1,1,0.38,9,0,0,0.1610100461873788
UPI,INVALID_ACCOUNT,44863,4,5,0.27,10,0,1,0.058198384146864894
UPI,ACCOUNT_BLOCKED,18890,4,1,0.02,18,0,1,0.05945670885419572
CARD,INVALID_CARD,4426,1,1,0.36,18,1,0,0.03792188949477716
NETBANKING,EXPIRED_CARD,1219,1,1,0.48,3,0,1,0.041075643587009714
CARD,INVALID_ACCOUNT,21506,3,3,0.16,4,0,0,0.01
UPI,GATEWAY_TIMEOUT,1780,2,3,0.47,13,0,1,0.6744251152887597
CARD,INSUFFICIENT_FUNDS,36638,4,2,0.04,19,0,1,0.12788409844156162
UPI,INVALID_CARD,28031,1,3,0.12,4,1,0,0.01
CARD,GATEWAY_TIMEOUT,44956,1,1,0.35,9,0,0,0.6608647789990116
UPI,ACCOUNT_BLOCKED,23901,4,3,0.29,20,1,1,0.01
CARD,ACCOUNT_BLOCKED,4352,3,3,0.3,11,1,1,0.01
UPI,INSUFFICIENT_FUNDS,16567,4,0,0.08,8,1,1,0.1122732024420501
UPI,INVALID_ACCOUNT,3992,1,4,0.07,6,0,1,0.028384335093089172
UPI,EXPIRED_CARD,26225,3,0,0.25,13,0,0,0.011685192508569598
NETBANKING,FRAUD_SUSPECTED,29444,1,1,0.3,23,0,1,0.030430377171041398
CARD,NETWORK_ERROR,12911,1,3,0.23,7,0,1,0.7582621250966111
