payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,failure_class
CARD,FRAUD_SUSPECTED,31901,2,4,0.25,15,1,0,RISK
UPI,NETWORK_ERROR,20370,2,1,0.08,19,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,37416,1,5,0.42,16,0,0,RISK
CARD,FRAUD_SUSPECTED,41151,1,2,0.26,8,0,0,RISK
UPI,EXPIRED_CARD,16881,2,5,0.47,7,0,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,17517,3,0,0.37,23,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,15015,2,4,0.38,15,1,0,RISK
NETBANKING,NETWORK_ERROR,4887,2,3,0.07,2,1,0,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,14189,4,2,0.29,18,1,0,TRANSIENT
NETBANKING,EXPIRED_CARD,41710,4,0,0.13,13,1,1,PERMANENT
NETBANKING,CARD_DECLINED,31772,3,5,0.16,17,0,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,28938,1,1,0.25,10,1,1,RISK
UPI,INSUFFICIENT_FUNDS,49936,4,5,0.16,14,1,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,14073,3,4,0.16,16,1,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,44132,2,2,0.09,12,0,0,RISK
NETBANKING,CARD_DECLINED,31149,4,5,0.14,8,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,21970,3,5,0.16,9,1,1,RISK
CARD,INVALID_CARD,3724,4,2,0.33,4,1,1,PERMANENT
UPI,GATEWAY_TIMEOUT,13771,3,2,0.42,0,1,1,TRANSIENT
NETBANKING,INVALID_ACCOUNT,36798,2,1,0.31,14,1,0,PERMANENT
UPI,BANK_TIMEOUT,21430,4,5,0.3,1,1,1,TRANSIENT
NETBANKING,CARD_DECLINED,38511,4,0,0.06,20,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,7376,4,1,0.44,2,1,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,19685,2,4,0.05,7,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,4556,3,2,0.45,14,0,0,RISK
UPI,FRAUD_SUSPECTED,30299,3,2,0.11,22,1,1,RISK
UPI,BANK_TIMEOUT,42189,4,3,0.2,15,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,28752,1,4,0.44,10,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,5051,1,4,0.39,17,0,0,RISK
UPI,EXPIRED_CARD,44923,4,2,0.24,23,0,1,PERMANENT
NETBANKING,BANK_TIMEOUT,37797,3,3,0.27,22,1,0,TRANSIENT
UPI,INVALID_ACCOUNT,40974,4,0,0.01,10,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,44306,3,4,0.23,21,0,1,RISK
UPI,INSUFFICIENT_FUNDS,13609,3,1,0.06,17,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,20765,2,5,0.11,9,0,1,RISK
UPI,FRAUD_SUSPECTED,23387,1,1,0.44,14,0,1,RISK
NETBANKING,NETWORK_ERROR,48590,2,3,0.03,14,1,0,TRANSIENT
NETBANKING,CARD_DECLINED,8269,1,1,0.26,18,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,48638,3,5,0.5,13,0,0,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,31424,3,4,0.06,14,0,0,TRANSIENT
CARD,ACCOUNT_BLOCKED,6657,3,2,0.47,2,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,42277,4,3,0.02,8,1,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,37100,1,1,0.26,4,1,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,48586,3,2,0.31,5,1,0,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,43921,2,2,0.44,3,0,0,CUSTOMER_ACTION
CARD,EXPIRED_CARD,26553,3,2,0.31,0,0,1,PERMANENT
UPI,NETWORK_ERROR,48265,2,3,0.03,12,0,0,TRANSIENT
CARD,BANK_TIMEOUT,14694,1,3,0.49,3,1,1,TRANSIENT
UPI,ACCOUNT_BLOCKED,39635,1,2,0.24,8,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,32396,2,1,0.12,4,0,0,RISK
UPI,GATEWAY_TIMEOUT,47106,4,2,0.44,3,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,43312,3,2,0.36,14,1,0,RISK
CARD,FRAUD_SUSPECTED,43432,2,4,0.37,1,1,0,RISK
UPI,INSUFFICIENT_FUNDS,9468,1,1,0.09,10,0,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,41303,4,3,0.5,14,1,1,PERMANENT
CARD,GATEWAY_TIMEOUT,43056,3,2,0.5,5,1,1,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,6424,3,4,0.14,11,1,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,30078,1,0,0.28,9,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,36360,1,4,0.1,16,0,0,RISK
UPI,INSUFFICIENT_FUNDS,48164,3,4,0.3,4,0,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,10503,1,5,0.09,20,0,0,CUSTOMER_ACTION
CARD,EXPIRED_CARD,3305,4,2,0.2,16,1,1,PERMANENT
UPI,INVALID_ACCOUNT,47387,3,0,0.05,22,1,0,PERMANENT
CARD,BANK_TIMEOUT,9294,2,3,0.41,7,1,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,12772,2,2,0.04,8,0,1,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,38499,2,1,0.23,21,1,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,34219,3,4,0.06,20,1,0,TRANSIENT
UPI,INVALID_ACCOUNT,35571,4,1,0.04,23,1,1,PERMANENT
CARD,NETWORK_ERROR,7494,4,3,0.3,22,1,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,48056,3,1,0.44,21,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,6993,3,5,0.37,8,1,1,PERMANENT
UPI,FRAUD_SUSPECTED,947,1,5,0.4,7,1,0,RISK
UPI,INVALID_ACCOUNT,46534,4,4,0.31,18,1,1,PERMANENT
UPI,GATEWAY_TIMEOUT,38788,1,4,0.06,7,1,1,TRANSIENT
CARD,INVALID_CARD,42507,4,3,0.29,16,0,1,PERMANENT
UPI,INVALID_CARD,37254,2,0,0.32,10,0,1,PERMANENT
NETBANKING,INVALID_CARD,30025,3,2,0.41,11,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,21367,4,5,0.5,8,0,0,RISK
CARD,FRAUD_SUSPECTED,11375,4,0,0.17,19,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,6026,4,2,0.31,20,0,1,RISK
NETBANKING,CARD_DECLINED,31913,3,2,0.4,11,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,12538,3,4,0.35,17,1,0,RISK
UPI,INVALID_CARD,6218,1,5,0.3,21,1,1,PERMANENT
NETBANKING,CARD_DECLINED,23286,4,1,0.46,3,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,2772,2,4,0.09,8,0,1,RISK
UPI,INSUFFICIENT_FUNDS,14900,4,5,0.41,4,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,31771,4,3,0.28,18,0,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,37813,4,5,0.14,11,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,21081,3,0,0.48,4,1,0,RISK
NETBANKING,INSUFFICIENT_FUNDS,46522,4,4,0.16,19,0,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,37734,1,3,0.31,15,1,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,29490,1,2,0.24,22,0,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,18193,3,5,0.02,19,1,1,RISK
UPI,CARD_DECLINED,43471,4,2,0.27,21,1,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,35464,3,0,0.49,1,1,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,34819,4,5,0.09,6,0,0,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,32538,1,2,0.05,12,1,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,22598,2,0,0.16,5,1,1,PERMANENT
UPI,INVALID_CARD,17172,4,1,0.12,20,0,1,PERMANENT
NETBANKING,INVALID_CARD,16993,1,4,0.04,17,0,1,PERMANENT
UPI,BANK_TIMEOUT,34776,1,0,0.17,9,0,1,TRANSIENT
UPI,BANK_TIMEOUT,41812,4,1,0.27,11,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,46392,2,4,0.08,14,0,0,RISK
CARD,NETWORK_ERROR,7163,3,5,0.1,16,0,0,TRANSIENT
NETBANKING,EXPIRED_CARD,10274,3,3,0.47,17,1,1,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,4390,3,1,0.19,7,1,0,TRANSIENT
CARD,INVALID_CARD,3941,4,5,0.36,18,0,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,42252,2,2,0.17,14,0,1,RISK
CARD,ACCOUNT_BLOCKED,24811,1,3,0.02,3,1,1,PERMANENT
CARD,INVALID_ACCOUNT,18921,1,4,0.42,6,0,1,PERMANENT
NETBANKING,CARD_DECLINED,3242,1,0,0.48,12,0,1,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,48500,2,4,0.19,22,0,0,TRANSIENT
UPI,NETWORK_ERROR,14620,3,0,0.36,15,0,0,TRANSIENT
UPI,NETWORK_ERROR,45279,1,2,0.01,7,1,0,TRANSIENT
CARD,EXPIRED_CARD,26442,1,1,0.08,7,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,48376,3,3,0.35,13,1,1,RISK
CARD,FRAUD_SUSPECTED,16708,1,5,0.35,1,1,0,RISK
NETBANKING,INSUFFICIENT_FUNDS,7596,1,1,0.45,15,0,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,16909,4,2,0.27,9,1,0,RISK
UPI,NETWORK_ERROR,5769,4,1,0.07,1,1,1,TRANSIENT
UPI,BANK_TIMEOUT,2592,4,1,0.05,22,0,0,TRANSIENT
CARD,INVALID_ACCOUNT,48488,2,3,0.3,1,0,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,1031,2,2,0.43,8,0,1,RISK
NETBANKING,EXPIRED_CARD,3798,4,3,0.09,9,0,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,43223,4,0,0.44,2,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,20911,1,0,0.35,13,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,9503,1,5,0.12,12,0,0,RISK
UPI,INVALID_CARD,41275,1,4,0.28,0,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,49125,2,5,0.25,8,1,1,RISK
CARD,EXPIRED_CARD,35257,3,1,0.08,20,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,48597,1,3,0.4,4,0,1,RISK
CARD,EXPIRED_CARD,8293,3,1,0.47,13,1,1,PERMANENT
CARD,ACCOUNT_BLOCKED,30477,3,2,0.17,12,0,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,12615,2,5,0.33,19,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_ACCOUNT,20212,2,3,0.08,3,1,1,PERMANENT
UPI,INVALID_CARD,14332,3,4,0.45,21,1,1,PERMANENT
UPI,CARD_DECLINED,45579,2,3,0.29,5,1,0,CUSTOMER_ACTION
UPI,EXPIRED_CARD,27054,3,3,0.13,23,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,6461,1,0,0.02,1,1,0,RISK
UPI,FRAUD_SUSPECTED,48831,2,1,0.16,2,1,1,RISK
CARD,ACCOUNT_BLOCKED,46211,2,2,0.16,17,0,0,PERMANENT
UPI,CARD_DECLINED,34985,4,1,0.29,20,1,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,9710,4,0,0.38,4,1,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,1407,3,3,0.3,5,1,0,PERMANENT
CARD,INVALID_ACCOUNT,5671,3,0,0.1,19,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,13019,3,2,0.36,2,1,1,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,27476,2,2,0.43,6,1,0,TRANSIENT
UPI,INVALID_ACCOUNT,3508,2,5,0.16,14,1,1,PERMANENT
NETBANKING,NETWORK_ERROR,49891,4,5,0.05,17,0,0,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,1359,3,3,0.11,15,1,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,17813,4,2,0.19,16,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,47228,3,4,0.1,9,1,0,RISK
NETBANKING,INVALID_CARD,20980,1,0,0.41,3,0,0,PERMANENT
UPI,CARD_DECLINED,10192,2,0,0.43,0,0,1,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,41133,4,5,0.44,21,0,0,TRANSIENT
UPI,GATEWAY_TIMEOUT,13175,1,1,0.05,2,0,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,47087,1,3,0.17,16,0,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,46386,2,3,0.15,21,0,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,11624,2,2,0.08,17,0,0,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,21163,2,1,0.2,18,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,16546,3,5,0.13,0,1,1,RISK
UPI,INSUFFICIENT_FUNDS,4214,4,2,0.45,1,1,0,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,44304,1,2,0.3,11,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,48740,4,2,0.25,15,1,0,RISK
UPI,INSUFFICIENT_FUNDS,45376,3,3,0.24,14,1,1,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,10106,2,5,0.38,13,0,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,9890,4,2,0.02,21,0,0,RISK
UPI,INSUFFICIENT_FUNDS,1174,4,3,0.08,10,0,0,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,19991,3,1,0.1,19,1,1,PERMANENT
CARD,EXPIRED_CARD,43733,1,2,0.48,2,1,1,PERMANENT
UPI,FRAUD_SUSPECTED,34097,4,1,0.21,0,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,40632,4,4,0.07,4,1,1,RISK
CARD,FRAUD_SUSPECTED,37149,4,0,0.02,11,1,0,RISK
NETBANKING,CARD_DECLINED,15398,3,5,0.46,15,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,21191,2,5,0.3,7,0,1,RISK
CARD,INVALID_CARD,33586,1,3,0.38,19,1,0,PERMANENT
NETBANKING,ACCOUNT_BLOCKED,47798,3,0,0.23,6,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,16260,2,5,0.01,11,1,0,RISK
CARD,FRAUD_SUSPECTED,20689,2,5,0.1,19,0,1,RISK
UPI,GATEWAY_TIMEOUT,34408,3,1,0.4,13,0,1,TRANSIENT
UPI,FRAUD_SUSPECTED,19505,1,0,0.33,13,0,1,RISK
CARD,EXPIRED_CARD,41118,4,4,0.09,14,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,13061,4,2,0.09,4,1,0,RISK
CARD,BANK_TIMEOUT,36313,4,2,0.08,23,1,0,TRANSIENT
CARD,INVALID_ACCOUNT,11765,3,4,0.42,1,1,1,PERMANENT
UPI,GATEWAY_TIMEOUT,47467,2,3,0.04,2,0,0,TRANSIENT
UPI,GATEWAY_TIMEOUT,46883,2,0,0.38,11,1,0,TRANSIENT
UPI,INVALID_ACCOUNT,32373,4,4,0.04,13,1,0,PERMANENT
CARD,BANK_TIMEOUT,10524,1,2,0.12,1,0,0,TRANSIENT
UPI,CARD_DECLINED,2864,2,1,0.48,4,1,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,33539,3,3,0.02,22,1,0,PERMANENT
NETBANKING,BANK_TIMEOUT,2459,2,1,0.3,0,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,14044,2,4,0.01,20,1,1,RISK
UPI,FRAUD_SUSPECTED,13311,3,2,0.11,8,1,0,RISK
UPI,FRAUD_SUSPECTED,29299,4,1,0.1,1,1,0,RISK
NETBANKING,INSUFFICIENT_FUNDS,48315,3,5,0.34,18,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,41133,2,4,0.45,8,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,11956,3,1,0.25,23,1,1,RISK
NETBANKING,ACCOUNT_BLOCKED,49504,2,3,0.25,19,1,0,PERMANENT
UPI,GATEWAY_TIMEOUT,117,1,4,0.03,0,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,47859,2,0,0.04,6,0,1,RISK
CARD,FRAUD_SUSPECTED,27460,1,2,0.39,3,1,0,RISK
UPI,FRAUD_SUSPECTED,7985,1,3,0.1,3,0,0,RISK
CARD,INVALID_ACCOUNT,1578,4,0,0.37,4,0,0,PERMANENT
UPI,ACCOUNT_BLOCKED,2535,4,3,0.42,13,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,18504,3,5,0.24,8,0,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,29459,1,5,0.03,18,1,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,23957,1,4,0.19,15,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,48281,3,3,0.1,12,1,1,RISK
UPI,FRAUD_SUSPECTED,44183,4,5,0.28,11,1,0,RISK
CARD,FRAUD_SUSPECTED,23605,4,3,0.38,21,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,22490,2,4,0.08,6,1,0,RISK
NETBANKING,INVALID_CARD,35751,1,4,0.06,0,1,0,PERMANENT
CARD,CARD_DECLINED,7762,3,5,0.42,11,1,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,26838,1,1,0.32,14,0,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,32553,2,0,0.35,9,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,41928,1,1,0.02,0,1,0,RISK
NETBANKING,INSUFFICIENT_FUNDS,4775,1,2,0.23,3,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,39261,3,2,0.2,6,1,1,PERMANENT
NETBANKING,INVALID_CARD,32300,1,3,0.17,0,1,1,PERMANENT
CARD,INVALID_CARD,45227,3,5,0.25,0,1,0,PERMANENT
CARD,INVALID_CARD,16625,1,0,0.13,22,0,1,PERMANENT
UPI,INVALID_ACCOUNT,39658,4,0,0.17,17,1,0,PERMANENT
UPI,INVALID_CARD,44915,2,4,0.43,0,1,0,PERMANENT
CARD,CARD_DECLINED,45787,4,4,0.33,1,1,0,CUSTOMER_ACTION
CARD,EXPIRED_CARD,19327,2,0,0.15,10,1,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,31697,4,1,0.01,23,0,1,CUSTOMER_ACTION
UPI,NETWORK_ERROR,14742,3,5,0.3,15,0,1,TRANSIENT
UPI,BANK_TIMEOUT,9222,2,5,0.49,19,0,1,TRANSIENT
NETBANKING,INVALID_ACCOUNT,28278,1,5,0.27,22,1,0,PERMANENT
UPI,ACCOUNT_BLOCKED,18378,4,4,0.35,2,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,26401,2,1,0.07,5,0,0,RISK
NETBANKING,CARD_DECLINED,35877,3,4,0.14,2,0,1,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,15320,2,1,0.16,23,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,897,1,4,0.34,18,0,1,RISK
UPI,CARD_DECLINED,31582,2,1,0.34,15,1,0,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,36343,1,1,0.34,16,0,0,TRANSIENT
NETBANKING,INVALID_CARD,10895,2,5,0.38,20,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,49407,4,0,0.44,12,0,0,RISK
CARD,FRAUD_SUSPECTED,39843,2,5,0.45,15,1,0,RISK
CARD,CARD_DECLINED,5018,4,4,0.03,2,0,0,CUSTOMER_ACTION
CARD,NETWORK_ERROR,25873,3,3,0.33,10,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,32067,4,5,0.3,17,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,32191,3,4,0.26,20,0,1,RISK
CARD,FRAUD_SUSPECTED,39056,2,2,0.46,10,0,0,RISK
UPI,FRAUD_SUSPECTED,22054,4,2,0.14,13,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,45056,3,5,0.28,10,0,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,47465,3,5,0.13,19,1,0,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,25765,4,5,0.14,18,1,1,PERMANENT
NETBANKING,CARD_DECLINED,4821,3,0,0.48,17,1,0,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,32543,4,4,0.3,8,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,41263,4,4,0.06,13,1,1,RISK
UPI,BANK_TIMEOUT,8155,3,0,0.03,2,1,0,TRANSIENT
UPI,FRAUD_SUSPECTED,48794,4,1,0.03,21,0,0,RISK
NETBANKING,NETWORK_ERROR,47257,3,2,0.22,7,0,1,TRANSIENT
UPI,FRAUD_SUSPECTED,1604,3,1,0.09,12,0,0,RISK
NETBANKING,INSUFFICIENT_FUNDS,48626,3,3,0.07,7,1,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,10955,2,1,0.15,0,0,1,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,14084,2,0,0.43,13,1,1,PERMANENT
NETBANKING,CARD_DECLINED,49297,4,0,0.28,8,0,1,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,1457,4,4,0.31,14,0,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,45905,4,1,0.4,6,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,16403,3,1,0.2,15,0,0,RISK
NETBANKING,NETWORK_ERROR,1533,4,4,0.18,12,0,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,5962,4,2,0.18,8,1,1,PERMANENT
UPI,EXPIRED_CARD,14461,2,0,0.49,11,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,6154,1,2,0.05,8,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,18352,2,1,0.21,5,0,0,RISK
UPI,GATEWAY_TIMEOUT,37626,2,2,0.28,13,0,0,TRANSIENT
NETBANKING,BANK_TIMEOUT,46796,1,0,0.39,8,0,0,TRANSIENT
NETBANKING,INVALID_ACCOUNT,11825,2,4,0.47,7,0,1,PERMANENT
NETBANKING,CARD_DECLINED,1457,1,3,0.08,1,1,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,24164,3,3,0.13,5,0,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,24834,2,0,0.15,16,1,1,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,34156,3,4,0.29,23,1,1,PERMANENT
NETBANKING,EXPIRED_CARD,32850,2,0,0.11,19,1,1,PERMANENT
CARD,GATEWAY_TIMEOUT,25172,4,2,0.19,10,1,0,TRANSIENT
CARD,BANK_TIMEOUT,41941,2,3,0.43,23,0,1,TRANSIENT
UPI,EXPIRED_CARD,1173,2,3,0.13,12,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,8646,4,0,0.13,4,0,1,RISK
CARD,FRAUD_SUSPECTED,30580,4,5,0.44,2,1,1,RISK
CARD,INVALID_CARD,4540,3,2,0.1,16,0,0,PERMANENT
NETBANKING,BANK_TIMEOUT,46702,3,0,0.02,6,1,0,TRANSIENT
CARD,ACCOUNT_BLOCKED,40268,4,2,0.31,9,1,0,PERMANENT
CARD,NETWORK_ERROR,28503,1,5,0.39,23,0,0,TRANSIENT
NETBANKING,INVALID_ACCOUNT,46910,4,5,0.36,8,0,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,25258,3,3,0.12,1,1,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,37409,2,3,0.4,4,1,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,10808,1,2,0.37,2,0,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,5340,4,2,0.31,11,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,10297,3,4,0.39,7,0,0,RISK
CARD,ACCOUNT_BLOCKED,21605,3,3,0.49,12,0,1,PERMANENT
UPI,FRAUD_SUSPECTED,36473,2,1,0.44,7,1,0,RISK
NETBANKING,GATEWAY_TIMEOUT,33250,3,3,0.37,13,1,1,TRANSIENT
UPI,BANK_TIMEOUT,40932,4,5,0.04,10,0,1,TRANSIENT
UPI,ACCOUNT_BLOCKED,27246,4,0,0.17,11,0,1,PERMANENT
CARD,CARD_DECLINED,26074,2,3,0.22,7,1,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,39289,3,4,0.19,2,0,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,9933,4,3,0.45,22,0,0,TRANSIENT
UPI,NETWORK_ERROR,2242,2,2,0.49,11,1,0,TRANSIENT
CARD,BANK_TIMEOUT,21736,1,0,0.5,2,0,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,32236,1,2,0.3,19,0,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,39825,3,1,0.33,22,0,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,25881,3,5,0.09,15,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,46345,4,3,0.41,7,1,1,RISK
CARD,INSUFFICIENT_FUNDS,9846,2,0,0.05,18,0,0,CUSTOMER_ACTION
UPI,NETWORK_ERROR,9886,1,2,0.39,22,1,0,TRANSIENT
CARD,ACCOUNT_BLOCKED,8135,3,5,0.11,15,0,1,PERMANENT
UPI,CARD_DECLINED,22715,1,0,0.03,8,1,0,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,26149,3,3,0.08,10,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,16523,4,0,0.25,10,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,39678,4,2,0.45,23,0,1,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,23740,3,4,0.19,0,0,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,21891,3,4,0.2,16,0,1,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,38830,3,4,0.5,14,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,38721,1,3,0.42,13,1,0,RISK
CARD,FRAUD_SUSPECTED,17447,3,5,0.43,7,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,15122,1,1,0.48,14,0,1,RISK
UPI,NETWORK_ERROR,5087,3,4,0.41,17,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,38122,2,4,0.33,9,0,0,RISK
UPI,INVALID_ACCOUNT,35821,2,0,0.35,2,1,0,PERMANENT
UPI,INVALID_CARD,8611,3,1,0.33,21,1,1,PERMANENT
UPI,CARD_DECLINED,47886,2,2,0.06,9,1,0,CUSTOMER_ACTION
